X,Y,se_sdo_rowid,se_anno_cad_data,bezirk,adresse,anzahl,art_kat
16.369846255862569,48.186962265127946,286521,,4,"Kolschitzkygasse 15, Schönburgstraße",4,0
16.374643870078611,48.210021674221089,286522,,1,Lugeck 1,6,0
16.366084375142854,48.190036405536411,286523,,4,Wiedner Hauptstraße 68,6,0
16.349758340742753,48.204245583842301,286524,,7,Burggasse 46,6,0
16.345944916952757,48.202244407064768,286525,,7,Bandgasse 19,8,0
16.345827763772359,48.205605835352472,286526,,7,Neustiftgasse 95-99,22,0
16.344258676270073,48.202761773904314,286527,,7,Kandlgasse 9,8,0
16.34688833505524,48.202113830873486,286528,,7,Hermanngasse 17,6,0
16.382669765510812,48.146344764788132,286529,,10,"Favoritenstraße, ÖBB Donauländebahn",8,0
16.406267319278552,48.137249611412663,286530,,10,Oberlaaer Straße 24,8,0
16.397086172859762,48.199110548797364,286531,,3,"Apostelgasse 16, Hainburger Straße",8,0
16.378397251371904,48.198470128802519,286532,,3,Strohgasse 28,14,0
16.387973433890295,48.197209799623039,286533,,3,Barichgasse 40-42,16,0
16.384420434353832,48.202779977675085,286534,,3,"Beatrixgasse 11-17, Linke Bahngasse",8,0
16.388867282876195,48.207309856203153,286535,,3,Bechardgasse 24,6,0
16.365509373221283,48.21907567652768,286536,,9,Berggasse ggü. 31,2,0
16.380626260165442,48.228469931175738,286537,,20,Nordwestbahnstraße 37,6,0
16.374508364788785,48.17820368163958,286538,,10,Gudrunstraße 145-149,6,0
16.438770616683279,48.240838674783568,286539,,22,Bernoullistraße 1,10,0
16.295178666214358,48.190079224260309,286540,,14,Onno-Klopp-Gasse 2,16,0
16.332754946275795,48.212106615280895,286541,,16,Gaullachergasse 49-51,12,0
16.366778748822895,48.192843504450494,286542,,4,"Fleischmanngasse 1, Wiedner Hauptstraße",4,0
16.349666899241772,48.204248670376536,286543,,7,Burggasse 46 - Erweiterung,12,0
16.385992906818039,48.195012730878339,286544,,3,"Rechte Bahngasse, S-Bahn Rennweg",20,0
16.374082286943008,48.189514203665752,286545,,4,Viktorgasse 14,6,0
16.37462342035171,48.188251080270881,286546,,4,Weyringergasse 33-35,4,0
16.361078432885506,48.194769395450152,286547,,4,Kettenbrückengasse 8,4,0
16.36478769432129,48.197920670211168,286548,,4,Kühnplatz 5-6,8,0
16.406654517835431,48.194448412158174,286549,,3,Markhofgasse 2,5,0
16.370258356923443,48.193776834365153,286550,,4,Favoritenstraße 22,4,0
16.386129058649086,48.19350979115999,286551,,3,Fasangasse 10,4,0
16.385984088495288,48.194838401563217,286552,,3,"Rechte Bahngasse 33B, S-Bahn Rennweg",6,0
16.367398332730691,48.198323764404506,286553,,4,"Schaurhofergasse 2-4, Wiedner Hauptstraße",10,0
16.38641414362662,48.217265713645432,286554,,2,"Odeongasse, Weintraubengasse ggü. 22",8,0
16.342763640835152,48.214117995754464,286555,,8,Breitenfelder Gasse 13,6,0
16.341582982975737,48.214039782090651,286556,,8,Blindengasse 46A,4,0
16.375835747715577,48.192413954569808,286557,,4,Theresianumgasse 16-18,12,0
16.388574035339925,48.204400660523881,286558,,3,Landstraßer Hauptstraße 23,6,0
16.341668313170175,48.214097639995202,286559,,8,Breitenfelder Gasse 19,6,0
16.369725981035415,48.19681284316696,286560,,4,Karlsgasse 15,4,0
16.399212390668797,48.204042712456541,286561,,2,Schüttelstraße 65,18,0
16.342584183887105,48.214260502833,286562,,8,Bennogasse 25,8,0
16.345198644137238,48.214229208186154,286563,,8,Breitenfelder Gasse 4,4,0
16.371996748674103,48.189771675672127,286564,,4,Favoritenstraße 48,6,0
16.315061169271583,48.209507527061,286565,,16,Koppstraße 110,6,0
16.364478597963945,48.190740451170846,286566,,4,Rubensgasse 10,8,0
16.376957947616276,48.191390880703558,286567,,4,"Belvederegasse 14-16, Mommsengasse",8,0
16.344003833352915,48.21420897248143,286568,,8,Albertplatz 8A,8,0
16.343685360595764,48.214135600827973,286569,,8,Albertplatz 4,8,0
16.370746758992027,48.192378470099818,286570,,4,Möllwaldplatz 1,8,0
16.37363878631832,48.196423807921988,286571,,4,Wohllebengasse 12-14,6,0
16.344007065747629,48.214141271691666,286572,,8,Albertplatz 1,8,0
16.323948126262987,48.177592739216031,286573,,12,Ratschkygasse 34,6,0
16.314295521634449,48.215591417368323,286574,,16,Lienfeldergasse 30,4,0
16.383006575164607,48.199194466929022,286575,,3,Am Modenapark 7,8,0
16.267239002649895,48.151469944659844,286576,,23,Bendagasse 1,5,0
16.341446950526301,48.255962060563228,286577,,19,Himmelstraße ggü. 11,6,0
16.356437672918815,48.235343260531778,286578,,19,Heiligenstädter Straße 29,10,1
16.373935140081336,48.186745638999533,286579,,4,Südtiroler Platz 8,6,0
16.398949206562527,48.222755213869469,286580,,2,Lassallestraße 9,10,0
16.379251415694785,48.201206672651651,286581,,3,Am Heumarkt 4,6,0
16.403720679086351,48.196452898638576,286582,,3,Fiakerplatz 1,6,0
16.430349212721634,48.250321094182006,286766,,22,Tokiostraße 14,6,0
16.35638720564139,48.211628037097704,286767,,1,"Friedrich-Schmidt-Platz, ggü. Felderstraße 9",12,0
16.335088294231245,48.198782549807333,286768,,15,"Goldschlagstraße, Zinckgasse",16,0
16.389581038419138,48.191285403879284,286769,,3,Kleistgasse 12,8,0
16.343620920794038,48.22043842724554,286770,,9,"Innerer Währinger GürtelU6 Station Michelbeuern, U6 Station Michelbeuern",6,0
16.316587454713702,48.197906156242738,286771,,15,Meiselstraße 32-34,6,0
16.232470475175429,48.202684027788386,286772,,13,"Lainzer Tiergarten, Pulverstampftor",8,0
16.317470226225062,48.221769268447687,286773,,17,Stöberplatz 12,8,0
16.327609171765399,48.216534057664958,286774,,17,Parhamerplatz 16,8,0
16.33255284638712,48.219018270690349,286775,,17,"Kalvarienberggasse 33, Rötzergasse",6,0
16.332355591620008,48.1937607478431,286776,,15,Viktoriagasse 6,6,0
16.337054836683308,48.195771664019603,286777,,15,"Gerstnerstraße 2 -, Langauergasse (U3-Station)",8,0
16.371626906334523,48.209618637982238,286778,,1,"Bauernmarkt 4, Brandstätte",8,0
16.37578139484431,48.210871519376624,286779,,1,Fleischmarkt 1,6,0
16.347836917843242,48.195312833989817,286780,,6,Loquaiplatz 5,8,0
16.333554916951584,48.224417346913732,286781,,18,Antonigasse 72,6,0
16.316977366731539,48.15117636403145,286782,,23,Anton-Baumgartner-Straße/Wohnparkstraße,6,1
16.377852608320389,48.206680936088894,286783,,1,Jakobergasse 5,12,0
16.362863793516123,48.19848534993001,286784,,6,Linke Wienzeile ggü. 20,16,0
16.378036273512365,48.206555369341281,286785,,1,Stubenbastei 7,6,0
16.309696593793127,48.167078982763023,286786,,12,Hetzendorfer Straße 77,6,0
16.360421697444064,48.210798774675254,286787,,1,"Universitätsring, Einfahrt Tiefgarage",50,0
16.288979604043114,48.184257229595211,286788,,13,Elßlergasse 8,4,0
16.504865668604758,48.234059326030675,286789,,22,"U2 Aspern Nord, ggü. Ostbahnbegleitstraße",60,0
16.504205867267039,48.234033808065099,286790,,22,"U2 Aspern Nord, ggü. Ostbahnbegleitstraße",40,0
16.262520503691199,48.201598251750724,286791,,14,Linzer Straße 386-390,6,0
16.344515172544625,48.194609210933571,286792,,6,Schmalzhofgasse 21,4,0
16.374973570665336,48.190189394058869,286793,,4,Karolinengasse 21,4,0
16.306886601747195,48.167425335327131,286794,,12,Hetzendorfer Straße 93,6,0
16.348309992813679,48.19622944306073,286795,,6,"Schmalzhofgasse 2, Otto-Bauer-Gasse",6,0
16.377383526446618,48.190698755386776,286796,,4,Karolinengasse 13,4,0
16.363388027317871,48.223189004898678,286797,,9,Seegasse 12,6,0
16.348170823826973,48.195477365790723,286798,,6,Loquiplatz 7,12,0
16.335687114418072,48.208940057681694,286799,,16,Thaliastraße 15,8,0
16.384004177266391,48.298701531397064,286800,,21,"Langenzersdorfer Straße 56, Fillenbaumgasse",6,0
16.378885785906988,48.215836576552647,286801,,2,Kleine Sperlgasse 5,12,0
16.325578863298023,48.181606079732774,286802,,12,"Rosasgasse, Ehrenfelsgasse",12,0
16.347644756179918,48.195786624134399,286803,,6,Schmalzhofgasse 1B,6,0
16.352700789192347,48.197983805023249,286804,,6,"Schadekgasse 1 ggü. 12, ggü. Nelkengasse",10,0
16.342772147997046,48.190280844053483,286805,,6,Hornbostelgasse 5,6,0
16.411618374871527,48.275249562193636,286806,,21,Siemensstraße 17,8,0
16.369779539652935,48.187008356937909,286807,,4,Kolschitzkigasse 22,4,0
16.363588429150507,48.25182494794052,286808,,19,Heiligenstädter Straße 139,5,0
16.321060609279773,48.207951333351744,286809,,16,Brüßlgasse 18,6,0
16.387178094700637,48.216385323446929,286810,,2,Praterstraße 47,6,0
16.345515530807923,48.194944291446099,286811,,6,Schmalzhofgasse 15,6,0
16.361996494242657,48.194156988924938,286812,,5,Margaretenstraße 47,8,0
16.372356289729101,48.213713711505811,286813,,1,Rudolfsplatz 8,16,0
16.484666709274038,48.238926009594081,286814,,22,Quadenstraße 69,6,0
16.315698134779623,48.220594947763054,286815,,16,Römergasse,8,0
16.347706156763362,48.191261995067691,286816,,6,"Gumpendorfer Straße ggü. 98, Kurt-Pint-Platz",8,0
16.34924824773595,48.194569896465552,286817,,6,Loquaiplatz 12,6,0
16.384516878636614,48.214886425035523,286818,,2,Praterstraße 31,6,0
16.385397147654647,48.194013394095954,286819,,3,Mechelgasse 5-7,6,0
16.366411517117552,48.215591292741877,286820,,1,"Schottenring 16, ggü. Börse",6,0
16.380984309535346,48.21914574504158,286821,,2,Taborstraße 44,8,0
16.374945681558213,48.231098692438529,286822,,20,Dammstraße 2,4,0
16.334640150386925,48.183374335948585,286823,,12,Gierstergasse 8,8,0
16.357004248648199,48.216503824055543,286824,,9,Schwarzspanierstraße 13,10,0
16.438919250154477,48.269102926293378,286825,,21,Großfeldstraße 18,6,0
16.361649874972301,48.223891500485571,286886,,9,Porzellangasse 50,10,0
16.344083242774101,48.199102044222727,286887,,7,Lindengasse 63,6,0
16.373440006576573,48.206725398212761,286888,,1,Weihburggasse 10-12,10,0
16.414973647866166,48.215966745349483,286889,,2,Engerthstraße 230,26,0
16.347421420293582,48.201834729795344,286890,,7,Westbahnstraße 10,4,0
16.341415597695757,48.197477408517457,286891,,7,Kaiserstraße 10,10,0
16.503703290276523,48.234794561192196,286892,,22,"Mayredergasse, Am Heidjöchl",38,0
16.347318300924055,48.201753342610722,286893,,7,Westbahnstraße 5A,6,0
16.343181243836693,48.204220270490289,286894,,7,"Schottenfeldgasse 68, Burggasse",6,0
16.368378211468855,48.205075299304355,286895,,1,"Augustinerstraße 1, Albertinaplatz",10,0
16.309050131987103,48.208066581851774,286896,,16,Gutraterplatz ggü. 4,6,0
16.349997601824306,48.200950712577281,286897,,7,Mondscheingasse 13,6,0
16.301051468121631,48.166479704016687,286898,,12,Endergasse 1,8,0
16.508424128246819,48.226160689691199,286899,,22,Seestadt U2,40,1
16.351685572690759,48.202127919508129,286900,,7,"Kirchengasse 21, Siebensternplatz",8,0
16.355263418495181,48.201223364121269,286901,,7,Stiftgasse 5-9,8,0
16.300650955257623,48.16633130976642,286902,,12,Endergasse,6,0
16.371768376693712,48.22965179147166,286903,,20,Wallensteinplatz 3-4,6,0
16.349096724226811,48.202427001455519,286904,,7,Neubaugasse 43,8,0
16.308792398209107,48.205206348139818,286905,,16,"Opfermanngasse ggü. 28, U6-Station Opfermanngasse",6,0
16.33915249769883,48.25590853748966,286906,,19,"Mannagettagasse 1, Schule",5,0
16.269465655057616,48.150542674285887,286907,,23,Endresstraße 100,5,0
16.351278643767227,48.2053195112628,286908,,7,Neustiftgasse ggü. 37-41,12,0
16.336163739494996,48.207623960718941,286909,,16,Hasnerstraße 8,4,0
16.387570308945001,48.207046521888685,286910,,3,Marxergasse 10,8,0
16.349104444272143,48.204203985530945,286911,,7,Burggasse 65,6,0
16.388506809475338,48.296746368137519,286912,,21,Anton-Böck-Gasse 37,12,0
16.345582923188381,48.200329176404523,286913,,7,Seidengasse 13,16,0
16.352631681864757,48.204260170024071,286914,,7,"St.-Ulrichs-Platz, Burggasse ggü. 33",8,0
16.429936734206244,48.246654453165064,286915,,22,Tokiostraße 1,6,0
16.345508723701158,48.202832867928969,286916,,7,Kandlgasse 6A,6,0
16.343192749162522,48.203949556966244,286917,,7,Schottenfeldgasse 66,8,0
16.431240120002396,48.246226136506621,286918,,22,Prandaugasse 5,12,0
16.328134702633552,48.215801210593206,286919,,17,Parhamerplatz ggü. 5,16,0
16.350673308350316,48.200013322477396,286920,,7,Zollergasse 19,8,0
16.349608064385787,48.205357329873372,286921,,7,Neustiftgasse 57-59,8,0
16.363670409302109,48.226691113145414,286922,,9,Grundlgasse 5,8,0
16.429823748587594,48.249207259239128,286923,,22,Tokiostraße 7,6,0
16.348571391007301,48.189604771189849,286924,,6,"Brückengasse 1, Linke Wienzeile",6,0
16.429883797356492,48.249925463219299,286925,,22,Tokiostraße 9,6,0
16.350396065722236,48.205389528769686,286926,,7,Neustiftgasse 38,16,0
16.377815894543708,48.245194983766332,286927,,20,Forsthausgasse 21,4,0
16.378939746030813,48.188810772180972,286928,,5,Weyringergasse 10,6,0
16.347177486561876,48.200362892507648,286929,,7,Ahornergasse 4,8,0
16.339653611414626,48.190092747265894,286930,,6,Meravigliagasse 3,6,0
16.396684739165785,48.198153489840273,286931,,3,Apostelgasse 26-28,6,0
16.346577127386226,48.223691216711828,286932,,18,Staudgasse ggü. 1,8,0
16.306349524780881,48.208786197401807,286933,,16,Landsteinergasse 15,6,0
16.444571947150742,48.251024771238733,286934,,22,"Wagramer Straße 160, Am-langen-Felde",8,0
16.340260683850666,48.201874910887419,286935,,7,Westbahnstraße 52,8,0
16.473662795002259,48.241227368992512,286936,,22,"Oberfeldgasse, Spargelfeldstraße",10,0
16.274171630034139,48.193415640506004,286937,,14,Hochsatzengasse ggü. 4,8,0
16.344788729680488,48.201855491460755,286938,,7,Westbahnstraße 24,6,0
16.380879160426325,48.216701453663866,286939,,2,Taborstraße 22,6,0
16.395777796101754,48.200121045396884,286940,,3,Hainburger Straße 29,8,0
16.335326418619541,48.208399763925584,286941,,16,Menzelgasse,4,0
16.348763560214454,48.189724512628437,286942,,6,Brückengasse ggü. 1,10,0
16.339428172364553,48.20181847013049,286943,,7,Westbahnstraße 56-58,6,0
16.508504932179676,48.226335656210559,286944,,22,Seestadt U2,80,1
16.345885304938342,48.200333009016283,286945,,7,Seidengasse 9,8,0
16.351640898098843,48.200450003555567,286946,,7,Lindengasse 24,8,0
16.368561665818493,48.244309272665156,286947,,20,"Brigittenauer Lände ggü. 176, Lorenz-Müller-Gasse",10,0
16.386382300213324,48.26393555701253,286948,,21,Jedleseer Straße 96,8,0
16.33246258856699,48.218252949934424,286949,,17,Kalvarienberggasse 30,8,0
16.329106439939654,48.216451231887312,286950,,17,Geblergasse 71,4,0
16.448103005780172,48.288111706536924,286951,,21,"Gerasdorfer Straße, Grenzweg",12,0
16.355505365390371,48.276041599364028,286952,,19,"Kuchelauer Hafenstraße, Jausenstation Trummer - Donaustraße",12,0
16.342191565384066,48.244856169926692,286953,,19,Obkirchergasse 37-39,4,0
16.354636613363564,48.244615048185082,286954,,19,Nußwaldgasse 29,8,0
16.392318537624188,48.270004567824394,286955,,21,Hopfengasse 3,8,0
16.338047474781032,48.241098990042694,286956,,19,Saileräckergasse 5-11,8,0
16.353743343367817,48.239092160806166,286957,,19,Gatterburggasse 21,8,0
16.342922251501715,48.255778702428067,286958,,19,"Langackergasse 1, Sandgasse",6,0
16.355906324977365,48.274618152414334,286959,,19,"Bloschgasse, Billergasse",12,0
16.41566176700918,48.289163956570327,286960,,21,"Brünner Straße 211, Anton-Schall-Gasse",6,0
16.369943991587981,48.253469015822311,286961,,19,Muthgasse 68,12,0
16.354632640949983,48.209403036246698,286962,,8,Lenaugasse 2,6,0
16.341007828515369,48.213111074810087,286963,,8,"Laudongasse 71, Blindengasse",8,0
16.366974689861497,48.258702399127316,286964,,19,"Kahlenberger Straße, Heiligenstädter Straße",2,0
16.449436653318259,48.283792086495495,286965,,21,Kainachgasse 37,6,0
16.347512260776845,48.247262320899509,286966,,19,Iglaseegasse 18,6,0
16.366419351170098,48.260132350581742,286967,,19,Nußdorfer Platz 5,6,0
16.415332420717082,48.301514731889625,286968,,21,Stammersdorfer Straße 85,6,0
16.364224534798755,48.248725767785807,286969,,19,Josef-Hindels-Gasse,8,0
16.341035240052641,48.240302558015934,286970,,19,"Krottenbachstraße, Station Krottenbachstraße",8,0
16.317481328563911,48.237433878433372,286971,,18,"Scheibenbergstraße 63, Hockegasse",10,0
16.336729099895457,48.275821267324872,286972,,19,"Kahlenberger Straße, Parkplatz",20,0
16.335919872679998,48.274883903427131,286973,,19,"Am Kahlenberg 26, Hotel",8,0
16.420911669755288,48.271162957292418,286974,,21,"Hochbahngasse, S-Bahn-Station Siemensstraße",52,0
16.354290547569846,48.235708157883835,286975,,19,Pantzergasse 25,8,0
16.367512612346545,48.247220762731779,286976,,19,Muthgasse 18,10,0
16.369874979595085,48.253289057109811,286977,,19,Muthgasse 66,12,0
16.33152917772944,48.173541631305653,286978,,12,Schedifkaplatz,36,0
16.391489075466801,48.21903799021203,286979,,2,Praterstern,14,0
16.358622334386745,48.173910232692087,286980,,10,Gußriegelstraße 17,12,0
16.387282330202531,48.202465289487073,286981,,3,Ungargasse 25,6,0
16.373880436062375,48.212772111935358,286982,,1,Salzgries 2,4,0
16.378506287964914,48.242652528475155,286983,,20,"Marchfeldstraße ggü. 14, Leystraße",6,0
16.357009992557341,48.214652489964948,286984,,9,Universitätsstraße 8,8,0
16.361094577799495,48.222925515312532,286985,,9,Porzellangasse 39,10,0
16.35563477301557,48.204321480876757,286986,,7,Burggasse 6-8,4,0
16.488493321649482,48.236799915485186,286987,,22,Am Heidjöchl 14,10,0
16.34852083613665,48.235665671436088,286988,,19,Lannerstraße 1,10,0
16.399997428270972,48.227296383771524,286989,,2,Engerthstraße 173-175,6,0
16.416136657209879,48.301354764196425,286990,,21,Freiheitsplatz,6,0
16.356888596441127,48.209987313781987,286991,,1,Lichtenfelsgasse 5,6,0
16.392830368294504,48.199160932926475,286992,,3,"Neulinggasse, Dannebergplatz",6,0
16.33910952790022,48.187284804789719,286993,,12,Dunklergasse ggü. 1-7,6,0
16.33154398390985,48.226101396957716,286994,,18,Sommarugasse 9,6,0
16.268407280000833,48.13448929224473,286995,,23,Leinmüllergasse ggü. 1,6,0
16.359141750614789,48.203926496910483,286996,,7,Museumsplatz 1,20,0
16.351087616499552,48.210607407815104,286997,,8,Maria-Treu-Gasse 4,8,0
16.44986643391762,48.205692680893158,286998,,22,S-Bahn Station Lobau,6,0
16.369509469602953,48.138464301215969,286999,,23,Rosiwalgasse ggü. 91 - S80-Station Blumental,28,0
16.389878759601679,48.206752628358885,287000,,3,Seidlgasse 18,6,0
16.354241278032124,48.191791143277612,287001,,5,"Rechte Wienzeile ggü. 101, U4-Station",8,0
16.369534425324478,48.192816159983806,287002,,4,Mayerhofgasse 6,6,0
16.315049353589888,48.203985119151227,287003,,15,Mareschplatz,6,0
16.321075238671629,48.195013483627882,287004,,15,Wurmsergasse 9,6,0
16.335246961368071,48.201236342899939,287005,,15,Hütteldorfer Straße 7-17,6,0
16.326155511638074,48.203207837800541,287006,,15,Brunhildengasse 1A,6,0
16.329989420337316,48.196131731018561,287007,,15,Felberstraße 42-46,18,0
16.334319998175467,48.180542582968144,287008,,12,Mandlgasse 21,2,0
16.338057319583704,48.208301187991822,287009,,16,Lerchenfelder Gürtel ggü. 35,16,0
16.373508054412344,48.217404380012297,287010,,2,Obere Donaustraße 61,18,0
16.421620795065209,48.225369049702003,287011,,22,Moissigasse 4,4,0
16.377068352707674,48.218916777019061,287012,,2,Große Pfarrgasse 1,6,0
16.315708385392863,48.224307548711565,287013,,17,"Arzberggasse 1, Schule",6,0
16.399928376810369,48.261709739710703,287014,,21,Brünner Straße 31,6,0
16.396329753832866,48.205577453752404,287015,,3,Erdberger Lände 2,6,0
16.287007037734675,48.170242215587493,287016,,13,Feldkellergasse ggü. 10,6,0
16.438430407177112,48.243206139627773,287017,,22,Wintzingerodestraße 1-3,10,0
16.349168789962231,48.229167130106674,287018,,18,Semperstraße 44,8,0
16.292071015915027,48.231632419678007,287019,,17,Knollgasse 6,6,0
16.344550495785917,48.288959016127031,287020,,19,Kuchelauer Hafenstraße 1,10,0
16.346650080445496,48.244978178750785,287021,,19,Hohenauergasse 9,8,0
16.371991073001105,48.229518263825717,287022,,20,Karl-Meißl-Gasse,6,0
16.367448212611539,48.247113159716768,287023,,19,Muthgasse 18,12,0
16.412736861056665,48.283965287624547,287024,,21,"Brünner Straße, Hanreitergasse",8,0
16.3643121396147,48.227121818905481,287025,,9,Spittelauer Lände 3,8,0
16.364214116650395,48.227197844045669,287026,,9,Spittelauer Lände 5,22,0
16.362234891661444,48.226906187407373,287027,,9,"Spittelauer Platz, Gussenbauergasse",8,0
16.361851246277251,48.228856473854812,287028,,9,Tepserngasse 1-3,8,0
16.353056234880491,48.231665904995921,287029,,18,"Währinger Gürtel 180, U6 Nußdorfer-Straße",4,0
16.355978954496035,48.231968297545976,287030,,9,Liechtensteinstraße 155,10,0
16.359464131043005,48.217327599843074,287031,,9,"Berggasse 1, Währinger Straße",6,0
16.356603838865905,48.216276495181035,287032,,9,Schwarzspanierstraße 8,6,0
16.308270549853763,48.202141049211221,287033,,14,Breitenseer Straße 48,8,0
16.304272262345535,48.188022770196866,287034,,14,"Kennedybrücke U4, Hadikgasse",8,0
16.432680704371592,48.242784769298268,287035,,22,"Siebeckstraße, U-Bahn Station",28,1
16.347202667973612,48.195645681520254,287036,,6,Schmalzhofgasse 10,6,0
16.337537773806215,48.201877118707813,287037,,7,"Urban-Loritz-Platz, U6 - Station Burggasse",12,1
16.338304605990178,48.19575254477477,287038,,15,"Mariahilfer Straße, Europaplatz",42,0
16.458184131349231,48.221452402099352,287039,,22,Hardeggasse 55,8,1
16.336124515925622,48.213896968741231,287040,,16,Payergasse ggü. 14,6,0
16.26155800324657,48.198195894593276,287041,,14,Keißlergasse 18,12,0
16.391475211411496,48.188956713917904,287042,,3,Adolf-Blumauer-Gasse,8,0
16.432555737695868,48.242720870186822,287043,,22,"Siebeckstraße, U-Bahnstation",28,1
16.389155286284133,48.218791438179281,287044,,2,Heinestraße 41,6,0
16.344769618398523,48.185946747819919,287045,,5,Margaretenstraße 166,5,0
16.362683440381421,48.198502640793315,287046,,6,Linke Wienzeile 20,8,0
16.432821039276742,48.242894736106301,287047,,22,"Siebeckstraße, U-Bahnstation Kagran",28,1
16.361623695589554,48.217968936811253,287048,,9,Berggasse 12,8,0
16.260267270019607,48.196141787538537,287049,,13,"Lilienberggasse 13, Hackinger Kai",18,0
16.428918331576213,48.240537942439296,287050,,22,Anton-Sattler-Gasse 8-12,6,1
16.260860952986892,48.196674889372183,287051,,14,"U4 Hütteldorf, Hackiger Steg",16,0
16.402288108137608,48.1899135173826,287052,,3,Viehmarktgasse 2A,10,0
16.352733635198632,48.198057328608101,287053,,6,Schadekgasse 12,8,0
16.449729708176822,48.257690802065923,287054,,22,"U1-Rennbahnweg, U1-Station",200,1
16.450139427635776,48.2584241523423,287055,,22,"U1-Rennbahnweg, Wagramer Straße",60,1
16.432626578638232,48.242754723779115,287056,,22,"Siebeckstraße, U1-Station",28,1
16.346281616029593,48.19049762735218,287057,,6,Dominikanergasse 2,8,0
16.342173969604435,48.189570594073132,287058,,6,Mollardgasse 87,12,0
16.345207362221949,48.194368248089567,287059,,6,Haydngasse 19,4,0
16.256911308321445,48.201210419219869,287060,,14,"Bergmillergasse 5, Ecke Stockhammergasse",8,0
16.372202470162673,48.209767097635186,287061,,1,Bauernmarkt 8,6,0
16.432766287503725,48.242796954972036,287062,,22,"Siebeckstraße, U-Bahn Station",8,1
16.413142320647047,48.230232227766599,287063,,22,"U1-Station Donauinsel-Vorplatz, Seite Copa-Cagrana",16,1
16.344712385405533,48.194671528104024,287064,,6,Schmalzhofgasse 19,6,0
16.368986838085871,48.23096684376042,287065,,20,Hannovergasse 18,6,0
16.35599430878241,48.197168506524584,287066,,6,Dürergasse 7,4,0
16.354657836859332,48.19791177524074,287067,,6,Windmühlgasse 32,8,0
16.34542998154069,48.190660476983226,287068,,6,Gumpendorfer Straße 121,6,0
16.351746872983028,48.191720968196741,287069,,6,Mollardgasse 20,10,0
16.308953211815577,48.226035151255978,287070,,17,Hernalser Hauptstraße 224,12,0
16.475178568112891,48.187732651903154,287071,,22,"Raffineriestraße, ggü. Dechandlacke",6,0
16.343439583988417,48.191373459441579,287072,,6,Sonnenuhrgasse 3-5,4,0
16.347351791596076,48.194811583871846,287073,,6,Hirschengasse 18,6,0
16.358798380473253,48.198906496030823,287074,,6,Köstlergasse 16,10,0
16.393885056062423,48.19322980797584,287075,,3,Steingasse 25,6,0
16.364525994459363,48.222874840651492,287076,,9,D'Orsaygasse  8,8,0
16.357181630407151,48.236115744326696,287077,,9,"U/6 - Heiligenstädter Straße, Station Spittelau",8,0
16.350011304306989,48.194641590053706,287078,,6,Worellstraße 2,16,0
16.39156427946677,48.217188051555539,287079,,2,"Praterstern, ggü. Franzensbrückenstraße (Pos.6)",24,0
16.376609912514859,48.218378591065708,287080,,2,Im Werd 15,6,0
16.376388551443913,48.217154366826207,287081,,2,Im Werd 3,4,0
16.486632718607474,48.233626242832507,287082,,22,U2 Hausfeldstraße - Guido-Lammer-Gasse,96,0
16.377422650007961,48.21694181467462,287083,,2,"Krummbaumgasse ggü. 14, Karmelitermarkt",8,0
16.37098476750247,48.22969823000512,287084,,20,Wallensteinplatz 8,6,0
16.333756461464347,48.208720565884491,287085,,16,Thaliastraße 44,6,0
16.33478568682655,48.158676565838412,287086,,12,Gutheil-Schoder-Gasse,6,0
16.376866042497483,48.215909526413562,287087,,2,Hollandstraße 9,8,0
16.386310655996446,48.22113735927563,287088,,2,Rueppgasse 9,8,0
16.385311613806401,48.226139135855192,287089,,2,Taborstraße 94,6,0
16.48693220667657,48.233102035760631,287090,,22,U2-Hausfeldstraße - Ostbahnbegleitstraße,16,0
16.360378394951937,48.198232465549367,287091,,6,Laimgrubengasse 6,8,0
16.398594112697275,48.188145003674663,287092,,3,"Otto-Preminger-Straße, Landstraßer Hauptstraße",10,0
16.385875017636479,48.223262037929352,287093,,2,Volkertplatz ggü. 3,8,0
16.359557232727198,48.21728585257096,287094,,9,Berggasse 2,8,0
16.337462712274984,48.202045283254606,287095,,7,"U-Bahnstation Burggasse, Ausgang Urban-Loritz-Platz",24,1
16.245458675355966,48.203460667037064,287096,,14,Hütteldorfer Straße 474-478,8,0
16.394642833305639,48.207851028258119,287097,,3,Untere Weißgerberstraße 38,24,0
16.353810510127687,48.197934464179312,287098,,6,Schadekgasse ggü. 2,8,0
16.364505376148102,48.19933987514095,287099,,6,Linke Wienzeile ggü. 6,12,0
16.328176491932091,48.181919062205189,287100,,12,"Theresienbadgasse, Theresienbad",12,0
16.29036535114718,48.191398711805441,287101,,14,Astgasse 3,24,0
16.312534671416138,48.187196284933201,287102,,13,"Schönbrunner Schloßstraße, Schönbrunner Schloßbrücke",80,0
16.349506352620693,48.185157172616641,287103,,5,Einsiedlergasse 25,10,0
16.303974011869098,48.187942135186169,287104,,13,Kennedybrücke,100,3
16.41686171149475,48.242038971636646,287105,,22,Arbeiterstrandbadstraße 91,46,0
16.394039875336212,48.205499221752106,287106,,3,Rasumovskygasse 9-11,6,0
16.432696560143285,48.242854030004921,287107,,22,"Siebeckstraße, U-Bahnstation",8,1
16.335473511724484,48.196810291117771,287108,,15,"Westbahnhof, Felberstraße",480,1
